CASRN,SMILES
2631-40-5,CNC(=O)OC1=C(C=CC=C1)C(C)C
34123-59-6,CC(C)C1=CC=C(NC(=O)N(C)C)C=C1
55861-78-4,CN(C)C(=O)NC1=NOC(=C1)C(C)(C)C
18854-01-8,CCOP(=S)(OCC)OC1=NOC(=C1)C1=CC=CC=C1
58769-20-3,CC1(C)[C@H](\C=C2/CCSC2=O)[C@@H]1C(=O)OCC1=COC(CC2=CC=CC=C2)=C1
4849-32-5,CN(C)C(=O)NC1=CC=CC(OC(=O)NC(C)(C)C)=C1
2164-08-1,O=C1NC2=C(CCC2)C(=O)N1C1CCCCC1
7055-03-0,CC1=C(C=CC=C1)C(=O)NC1=CC=CC=C1
2595-54-2,CCOC(=O)N(C)C(=O)CSP(=S)(OCC)OCC
29173-31-7,COC(=O)N(C)C(=O)CSP(C)(=S)OC
78-57-9,COP(=S)(OC)SCC1=NC(N)=NC(N)=N1
110235-47-7,CC#CC1=CC(C)=NC(NC2=CC=CC=C2)=N1
3060-89-7,CON(C)C(=O)NC1=CC=C(Br)C=C1
19937-59-8,COC1=C(Cl)C=C(NC(=O)N(C)C)C=C1
371-86-8,CC(C)NP(F)(=O)NC(C)C
7287-36-7,CCCC(C)(C)C(=O)NC1=CC=C(Cl)C=C1
144-41-2,COP(=S)(OC)SCC(=O)N1CCOCC1
26389-78-6,CC1=CC(=C(N(CCCl)CCCl)C(=C1)[N+]([O-])=O)[N+]([O-])=O
555-37-3,CCCCN(C)C(=O)NC1=CC(Cl)=C(Cl)C=C1
4726-14-1,CCCN(CCC)C1=C(C=C(C=C1[N+]([O-])=O)S(C)(=O)=O)[N+]([O-])=O
29672-19-3,CNC(=O)O\N=C\C(C)(C)CCC#N
991-42-4,OC(C1=CC2C3C(C1\C2=C(/C1=CC=CC=C1)C1=CC=CC=N1)C(=O)NC3=O)(C1=CC=CC=C1)C1=NC=CC=C1
63284-71-9,OC(C1=CC=C(F)C=C1)(C1=CN=CN=C1)C1=CC=CC=C1Cl
2674-91-1,CCS(=O)CC(C)SP(=O)(OC)OC
17781-31-6,OC(C1=CC=C(Cl)C=C1)(C1=CC=C(Cl)C=C1)C1=CC=CN=C1
66063-05-6,ClC1=CC=C(CN(C2CCCC2)C(=O)NC2=CC=CC=C2)C=C1
35367-31-8,FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC=C(C=C1)C(F)(F)F
2307-68-8,CCCC(C)C(=O)NC1=CC=C(C)C(Cl)=C1
2275-14-1,CCOP(=S)(OCC)SCSC1=C(Cl)C=CC(Cl)=C1
3134-12-1,CN(C)C(=O)N(C(=O)C1=CC=CC=C1)C1=CC(Cl)=C(Cl)C=C1
2597-03-7,CCOC(=O)C(SP(=S)(OC)OC)C1=CC=CC=C1
947-02-4,CCOP(=O)(OCC)N=C1SCCS1
34643-46-4,CCCSP(=S)(OCC)OC1=C(Cl)C=C(Cl)C=C1
21267-72-1,CC(C#C)N(C(=O)CCl)C1=CC=CC=C1
13457-18-6,CCOC(=O)C1=CN2N=C(OP(=S)(OCC)OCC)C=C2N=C1C
1086-02-8,ClC1=NC(Cl)=C(C#N)C(C2=CC=CC=C2)=C1C#N
88283-41-4,CON=C(CC1=CC=CN=C1)C1=C(Cl)C=C(Cl)C=C1
53558-25-1,[O-][N+](=O)C1=CC=C(NC(=O)NCC2=CC=CN=C2)C=C1
87-47-8,CN(C)C(=O)OC1=CC(C)=NN1C1=CC=CC=C1
90717-03-6,CC1=CC2=C(N=C1)C(C(O)=O)=C(Cl)C=C2
152-16-9,CN(C)P(=O)(OP(=O)(N(C)C)N(C)C)N(C)C
37032-15-8,COCNC(=O)CSP(=S)(OC)OC
1918-18-9,COC(=O)NC1=CC(Cl)=C(Cl)C=C1
83121-18-0,FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=C(F)C(Cl)=C(F)C(Cl)=C1
1918-11-2,CNC(=O)OC1=C(C=C(C)C=C1C(C)(C)C)C(C)(C)C
4212-93-5,CCCCOCN(C(=O)CCl)C1=C(C=CC=C1C)C(C)(C)C
39196-18-4,CNC(=O)ON=C(CSC)C(C)(C)C
640-15-3,CCSCCSP(=S)(OC)OC
297-97-2,CCOP(=S)(OCC)OC1=CN=CC=N1
93-75-4,S=C1SC2=C(S1)N=C1C=CC=CC1=N2
26419-73-8,CNC(=O)ON=CC1(C)SCC(C)S1
731-27-1,CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)C1=CC=C(C)C=C1
1031-47-6,CN(C)P(=O)(N(C)C)N1N=C(N=C1N)C1=CC=CC=C1
16227-10-4,CCCCN1C=NN=C1
2307-49-5,COC1=C(Cl)C=C(Cl)C(Cl)=C1C(O)=O
1912-26-1,CCNC1=NC(Cl)=NC(=N1)N(CC)CC
1420-06-0,C1CN(CCO1)C(C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1
40596-80-3,CCSC(=O)\C=C(/C)\C=C\CC(C)CCCC(C)(C)OC
83-28-3,CC(C)CC(=O)C1C(=O)C2=C(C=CC=C2)C1=O
2275-23-2,CNC(=O)C(C)SCCSP(=O)(OC)OC
63114-77-2,CC(C)N(C(=O)CCl)C1=C(C)C(C)=CC=C1
62-49-7,C[N+](C)(C)CCO
49866-87-7,CN1C(=CC(C2=CC=CC=C2)=[N+]1C)C1=CC=CC=C1
88805-35-0,CCC(=O)C1C(=O)CC(CC1=O)C(O)=O
59682-52-9,CCOP(O)(=O)C(N)=O
15263-53-3,CN(C)C(CSC(N)=O)CSC(N)=O
26399-36-0,CCCN(CC1CC1)C1=C(C=C(C=C1[N+]([O-])=O)C(F)(F)F)[N+]([O-])=O
88485-37-4,FC(F)(F)C(=NOCC1OCCO1)C1=CC=C(Cl)C=C1
38083-17-9,CC(C)(C)C(=O)C(OC1=CC=C(Cl)C=C1)N1C=CN=C1
86811-58-7,FC1=CC=CC(F)=C1C(=O)NC(=O)NC1=CC(OC2=NC=C(C=C2Cl)C(F)(F)F)=C(Cl)C=C1
118712-89-3,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCC1=C(F)C(F)=CC(F)=C1F
31895-21-3,CN(C)C1CSSSC1
55634-91-8,CCC\C(NOCC=C)=C1\C(=O)CC(C)(C)C(C(=O)OC)C1=O
18467-77-1,CC1(C)O[C@H]2[C@@H]3OC(C)(C)OC[C@@H]3O[C@]2(O1)C(O)=O
57646-30-7,COC(=O)C(C)N(C(=O)C1=CC=CO1)C1=C(C)C=CC=C1C
139528-85-1,COC1=NC2=NC(=NN2C(OC)=C1)S(=O)(=O)NC1=C(Cl)C(C)=CC=C1Cl
41394-05-2,CC1=NN=C(C(=O)N1N)C1=CC=CC=C1
7003-89-6,C[N+](C)(C)CCCl
7440-23-5,[Na]
7440-70-2,[Ca]
72850-64-7,FC(F)(F)C1=C(SC(Cl)=N1)C(=O)OCC1=CC=CC=C1
74782-23-3,C#CC(=NOCC1OCCO1)C1=CC=CC=C1
87-41-2,O=C1OCC2=CC=CC=C12
65907-30-4,CCCCOC(=O)N(C)SN(C)C(=O)OC1=CC=CC2=C1OC(C)(C)C2
12071-83-9,[Zn++].CC(CNC([S-])=S)NC([S-])=S
15545-48-9,CN(C)C(=O)NC1=CC(Cl)=C(C)C=C1
101205-02-1,CCCC(=NOCC)C1=C(O)CC(CC1=O)C1CCCSC1
101903-30-4,CCC(N(CC1=CC=CO1)C(=O)N1C=CN=C1)C(=O)OCCCC=C
105779-78-0,CCOCCC1=C(C)C(C)=C(OCCN=C2NC=NC(CC)=C2Cl)C=C1
106917-52-6,[O-][N+](=O)C1=CC(Cl)=C(NS(=O)(=O)C2=CC(=C(Cl)C=C2)C(F)(F)F)C=C1
108-35-0,CCOP(=S)(OCC)OC1=NNC(C)=C1
111479-05-1,C[C@@H](OC1=CC=C(OC2=NC3=C(C=C(Cl)C=C3)N=C2)C=C1)C(=O)OCCON=C(C)C
111872-58-3,CC(C)(COCC1=CC(OC2=CC=CC=C2)=CC=C1)C1=CC=C(OC(F)(F)Br)C=C1
112839-33-5,FC(F)(F)COC1CCC(CN2C=NC=N2)(O1)C1=C(Cl)C=C(Cl)C=C1
1129-41-5,CN=C(O)OC1=CC=CC(C)=C1
119126-15-7,NC(=O)C1=NN(C(=N1)C1=CC=CC=C1)C1=CC(COCC(F)(F)C(F)(F)F)=C(Cl)C=C1
120923-37-7,COC1=CC(OC)=NC(N=C(O)NS(=O)(=O)N(C)S(C)(=O)=O)=N1
122548-33-8,COC1=CC(OC)=NC(N=C(O)NS(=O)(=O)C2=C(Cl)N=C3C=CC=CN23)=N1
130000-40-7,CC1=NC(=C(S1)C(O)=NC1=C(Br)C=C(OC(F)(F)F)C=C1Br)C(F)(F)F
136426-54-5,FC1=CC2=C(C=C1)N=C(N1C=NC=N1)N(C2=O)C1=C(Cl)C=C(Cl)C=C1
14816-20-7,CCOP(=S)(OCC)ON=C(C#N)C1=CC=CC=C1Cl
160791-64-0,CC(C)C(C(=O)OC(C#N)C1=CC(OC2=CC=C(Br)C=C2)=CC=C1)C1=CC=C(OC(F)F)C=C1
17606-31-4,CN(C)C(CSS(=O)(=O)C1=CC=CC=C1)CSS(=O)(=O)C1=CC=CC=C1
18809-57-9,CCSC1=CC=C(OC(=O)NC)C=C1
19622-08-3,CCSC(=O)NCCCN(C)C
2274-67-1,COP(=O)(OC)O\C(=C/Cl)C1=C(Cl)C=C(Cl)C=C1
23031-38-1,CC(C)=CC1C(C(=O)OCC2=CC=C(CC#C)O2)C1(C)C
24151-93-7,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C
2425-10-7,CNC(=O)OC1=CC(C)=C(C)C=C1
24691-80-3,CC1=C(C=CO1)C(=O)NC1=CC=CC=C1
26087-47-8,CC(C)OP(=O)(OC(C)C)SCC1=CC=CC=C1
2655-14-3,CNC(=O)OC1=CC(C)=CC(C)=C1
27223-49-0,CC(C)=CC1C(C(=O)OCC2=C(C)OC(CC#C)=C2)C1(C)C
27605-76-1,C=CCOC1=NS(=O)(=O)C2=CC=CC=C12
28217-97-2,CN(C)C(=S)NC1=C(C)C=C(Cl)C=C1
28288-05-3,CC(C)=CC1C(C(=O)OCC=C(Cl)CC2=CC=CC=C2)C1(C)C
32861-85-1,COC1=C(C=CC(OC2=C(Cl)C=C(Cl)C=C2)=C1)[N+]([O-])=O
34205-21-5,CN(C)C(O)=NC1=CC(Cl)=C(C=C1)N1N=C(OC1=O)C(C)(C)C
34264-24-9,CCCC(=O)N(C)C(=O)OC1=CC(C)=CC(=C1)C(C)C
34622-58-7,CCN(CC)C(=O)SCC1=CC=CC=C1Cl
34681-10-2,CNC(=O)ON=C(C)C(C)SC
3566-10-7,N.N.SC(S)=NCCN=C(S)S
36335-67-8,CCOP(=S)(NC(C)CC)OC1=C(C=CC(C)=C1)[N+]([O-])=O
36519-00-3,CCOP(=O)(OC1=C(Cl)C=C(Cl)C=C1)OC1=C(Cl)C=C(Cl)C=C1
36614-38-7,COP(=S)(OC)SCCSC(C)C
37248-47-8,OC[C@H]1C[C@H](N[C@H]2C=C(CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O
3766-81-2,CCC(C)C1=CC=CC=C1OC(=O)NC
3942-54-9,CNC(=O)OC1=CC=CC=C1Cl
40085-57-2,CNC(=O)ON=C1SC(C)(C)C(=O)N1C
41083-11-8,C1CCC(CC1)[Sn](C1CCCCC1)(C1CCCCC1)N1C=NC=N1
41205-21-4,FC1=CC=C(C=C1)N1C(=O)C(Cl)=C(Cl)C1=O
42609-52-9,CC1=CC=C(NC(O)=NC(C)(C)C2=CC=CC=C2)C=C1
42609-73-4,CN(C(O)=NC(C)(C)C1=CC=CC=C1)C1=CC=CC=C1
42789-03-7,CC1(C)C(C=C(Br)Br)C1C(=O)OCC1=COC(CC2=CC=CC=C2)=C1
49828-75-3,CCCS(=O)C1=C(Cl)C=CC(OC2=CC=C(C=C2)[N+]([O-])=O)=C1
50398-69-1,COP(=S)(OC)SCC1=NC=C(Cl)S1
50512-35-1,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SCCS1
50563-36-5,COCCN(C(=O)CCl)C1=C(C)C=CC=C1C
51218-49-6,CCCOCCN(C(=O)CCl)C1=C(CC)C=CC=C1CC
51630-33-2,CC(C)C(C(=O)OCC1=CC(OC2=CC=CC=C2)=CC=C1)C1=CC=C(Cl)C=C1
51877-74-8,CC1(C)[C@H](C=C(Cl)Cl)[C@H]1C(=O)OCC1=CC=CC(OC2=CC=CC=C2)=C1
52570-16-8,CC(OC1=CC2=CC=CC=C2C=C1)C(O)=NC1=CC=CC=C1
52888-80-9,CCCN(CCC)C(=O)SCC1=CC=CC=C1
54407-47-5,CCC=C(C)C(OC(=O)C1C(C=C(Cl)Cl)C1(C)C)C#C
54460-46-7,CCCCCCCCCCCCCCCCOC(=O)C1CC1
56073-07-5,OC1=C(C2CC(CC3=CC=CC=C23)C2=CC=C(C=C2)C2=CC=CC=C2)C(=O)OC2=CC=CC=C12
572-48-5,CCOP(=S)(OCC)OC1=CC=C2C3=C(CCCC3)C(=O)OC2=C1
57369-32-1,O=C1CCC2=C3N1CCC3=CC=C2
58011-68-0,CN1N=C(C)C(C(=O)C2=C(Cl)C=C(Cl)C=C2)=C1OS(=O)(=O)C1=CC=C(C)C=C1
5836-73-7,SC(=N)NN=NC1=CC(Cl)=C(Cl)C=C1
58810-48-3,CC1=CC=CC(C)=C1N(C1CCOC1=O)C(=O)CCl
61432-55-1,CC(C)(SC(=O)N1CCCCC1)C1=CC=CC=C1
61676-87-7,CN1C=CSC1=NC1=C(C)C=C(C)C=C1
62610-77-9,COC(=O)C(\C)=C\OP(=S)(OC)OC
62850-32-2,CN(C)C(=O)SCCCCOC1=CC=CC=C1
63935-38-6,CCOC1=CC=C(C=C1)C1(CC1(Cl)Cl)C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1
64249-01-0,COP(=S)(OC)SCC(=O)N(C(C)C)C1=CC=C(Cl)C=C1
65295-49-0,CC(C)C(C(=O)OC(C#N)C1=CC(OC2=CC=C(Br)C=C2)=CC=C1)C1=CC=C(Cl)C=C1
668-34-8,C1=CC=C(C=C1)[Sn+](C1=CC=CC=C1)C1=CC=CC=C1
66841-26-7,CC1(C)C(C(Br)C(Cl)(Cl)Br)C1C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=CC=C1
66952-49-6,CN=C(O)SC1=CC=C(OS(C)(=O)=O)C=C1
67129-08-2,CC1=CC=CC(C)=C1N(CN1C=CC=N1)C(=O)CCl
67306-00-7,CC(CN1CCCCC1)CC1=CC=C(C=C1)C(C)(C)C
68505-69-1,CCS(=O)(=O)OC1=CC2=C(OCC2(C)C)C=C1
68523-18-2,CC1(C)C(C=C(Cl)Cl)C1C(=O)OC(C#N)C1=NC(OC2=CC=CC=C2)=CC=C1
69335-91-7,CC(OC1=CC=C(OC2=NC=C(C=C2)C(F)(F)F)C=C1)C(O)=O
69618-84-4,Cl.CN(C)C=NC1=C(C)C=C(C)C=C1
69770-45-2,CC1(C)C(C=C(Cl)C2=CC=C(Cl)C=C2)C1C(=O)OC(C#N)C1=CC(OC2=CC=CC=C2)=C(F)C=C1
71561-11-0,CN1N=C(C)C(C(=O)C2=C(Cl)C=C(Cl)C=C2)=C1OCC(=O)C1=CC=CC=C1
72459-58-6,ClC1=CC2=C(C=C1)N=C([N-][N+]2=O)N1C=CN=C1
7292-16-2,CCCOP(=O)(OCCC)OC1=CC=C(SC)C=C1
73250-68-7,CN(C(=O)COC1=NC2=CC=CC=C2S1)C1=CC=CC=C1
74070-46-5,NC1=C(C=CC(OC2=CC=CC=C2)=C1Cl)[N+]([O-])=O
74712-19-9,CC(C)(C)C(Br)C(O)=NC(C)(C)C1=CC=CC=C1
75736-33-3,[H][C@](CC1=C(Cl)C=C(Cl)C=C1)([C@@H](O)C(C)(C)C)N1C=NC=N1
76280-91-6,OC(=O)C1=C(C(O)=NC2=CC=CC(Cl)=C2Cl)C(Cl)=C(Cl)C(Cl)=C1Cl
81613-59-4,CC(C)(C)C1CCN(CC#CC2=CC(=CC(=C2)C(F)(F)F)C(F)(F)F)CC1
82211-24-3,OC(C1=CC=CC=C1)C1=C(NC(=O)C2=CC=NC=C2)C=CC(Cl)=C1
82692-44-2,CN1N=C(C)C(C(=O)C2=C(Cl)C(C)=C(Cl)C=C2)=C1OCC(=O)C1=CC=C(C)C=C1
83130-01-2,CCOC(=O)CCN(CC1=CC=CC=C1)SN(C)C(=O)O\N=C(\C)SC
83733-82-8,CCCC(=O)N(CSP(=S)(OC)OC)C1=CC=CC=C1Cl
84332-86-5,CCOC(=O)C1(C)OC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1
84496-56-0,CC(OC1=C(Cl)C(C)=C(Cl)C=C1)C(O)=NC1=CC=CC=C1
85785-20-2,CCN(C(C)C(C)C)C(=O)SCC1=CC=CC=C1
86598-92-7,ClC1=CC=C(CSC(CN2C=NC=N2)=NC2=C(Cl)C=C(Cl)C=C2)C=C1
86763-47-5,CCC1=CC=CC(C)=C1N(COC(C)C)C(=O)CCl
87310-56-3,CCC1=CC=CC(CC)=C1N(COC\C=C/C)C(=O)CCl
88678-67-5,COC1=CC=CC(=N1)N(C)C(=S)OC1=CC=CC(=C1)C(C)(C)C
89269-64-7,C\C(=N\NC1=NC(C)=CC(C)=N1)C1=CC=CC=C1C
90035-08-8,OC1=C(C2CC(CC3=CC=CC=C23)C2=CC=C(OCC3=CC=C(C=C3)C(F)(F)F)C=C2)C(=O)OC2=CC=CC=C12
94593-91-6,COCCOC1=CC=CC=C1S(=O)(=O)N=C(O)N=C1N=C(NC(OC)=N1)OC
950-10-7,CCOP(=O)(OCC)N=C1SCC(C)S1
96525-23-4,CNC1=C(C(=O)C(O1)C1=CC=CC=C1)C1=CC(=CC=C1)C(F)(F)F
99105-77-8,CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(=O)C1C(=O)CCCC1=O
119738-06-6,CC(OC1=CC=C(OC2=CN=C3C=C(Cl)C=CC3=N2)C=C1)C(=O)OCC1CCCO1
120738-89-8,CCN(CC1=CC=C(Cl)N=C1)C(NC)=C[N+]([O-])=O
283-60-3,C1CN2CCO[SiH](O1)OCC2
59456-70-1,C[C@@H]([C@H](N)C(=O)N[C@@H]([C@H]1O[C@H]([C@@H](O)[C@@H]1O)N1C=CC(=O)NC1=O)C(O)=O)[C@H](O)C1=CC=C(O)C=N1
683-57-8,NC(=O)CBr
89784-60-1,CCCSP(=O)(OCC)OC1=CN(N=C1)C1=CC=C(Cl)C=C1
93697-74-6,CCOC(=O)C1=C(N(C)N=C1)S(=O)(=O)NC(=O)NC1=NC(OC)=CC(OC)=N1
92-82-0,C1=CC2=NC3=CC=CC=C3N=C2C=C1
543-21-5,NC(=O)C#CC(N)=O
627-44-1,CC[Hg]CC
2859-68-9,OCCCC1=NC=CC=C1
21689-84-9,CCNC1=NC(SC)=NC(NC(C)(C)C#N)=N1
37894-46-5,COCCO[Si](CCCl)(OCCOC)OCCOC
13286-32-3,CCOP(=O)(OCC)SCC1=CC=CC=C1
14491-59-9,CC1=C(OC2=CC=CN=N2)C=CC=C1
135397-30-7,COC1=CC(OC)=NC(NC(=O)NS(=O)(=O)C2=C(C(O)=O)C(Cl)=NN2C)=N1
467-69-6,OC(=O)C1(O)C2=C(C=CC=C2)C2=C1C=CC=C2
494-97-3,C1CN[C@@H](C1)C1=CC=CN=C1
1022-46-4,O=C1OC(=NC2=CC=CC=C12)C1=CC=CC=C1
103112-36-3,OC(=O)C1=NN(C(=N1)C(Cl)(Cl)Cl)C1=C(Cl)C=C(Cl)C=C1
105084-66-0,CCCN(CCC)C(=O)CN(CC)P(=S)(OCC)OCC
20057-31-2,ClC(Cl)(Cl)CC(=C)C1=CC=CC=C1
21452-18-6,CC1=NC(C)=C(S1)C(=O)NC1=CC=CC=C1
2445-07-0,CN(C)C(=S)S[As](C)SC(=S)N(C)C
25366-23-8,CNC(=O)N(C)C1=NN=C(S1)C(F)(F)F
27512-72-7,CCOC(=O)CC1=C2C=C(Cl)C=CC2=NN1
28562-70-1,CC1=CC(C(=O)NC2=CC=CC=C2)=C(C)O1
29547-00-0,[Na+].CN(C)C(CSS(O)(=O)=O)CSS([O-])(=O)=O
30979-48-7,CC(C)CNC(=O)N1CCNC1=O
31251-03-3,FC(F)(F)C1=CC=CC(=C1)C(N1C=NC=N1)(C1=CC=CC=C1)C1=CC=CC=C1
35409-97-3,ClC1=CC=C(NC(=O)NC(=O)C2=C(Cl)C=CC=C2Cl)C=C1
35745-11-0,[NH4+].[Fe+3].C[As]([O-])([O-])=O.C[As]([O-])([O-])=O
3586-60-5,CN(C)C(=S)S[As](SC(=S)N(C)C)SC(=S)N(C)C
3740-92-9,ClC1=CC(Cl)=NC(=N1)C1=CC=CC=C1
3818-71-1,CCCC1=CC(OC)=C(OCC(=O)N(CC)CC)C=C1
38725-95-0,CCC1=CC=CC(CC)=C1N(CC(O)=O)C(=O)CCl
41295-28-7,COC1=C(C)C=C(C=C1)C(=O)C1=CC=CC(C)=C1
5581-52-2,CN1C=NC(=C1SC1=NC(N)=NC2=C1NC=N2)[N+]([O-])=O
57160-47-1,ClC1=CC=C(NC(=O)NC(=O)C2=CC=CC=C2Cl)C=C1
57375-63-0,CCN(C(=O)OC1=CC=CC(NC(=O)OC(C)C)=C1)C1=CC=CC=C1
6386-63-6,OCC1=C(OCC(O)=O)C=CC(Cl)=C1
6465-92-5,[Ca++].COP([O-])(=O)OC=C(Cl)Cl.COP([O-])(=O)OC=C(Cl)Cl.COP(=O)(OC)OC=C(Cl)Cl
68228-20-6,CC(C)NC1=NC(Cl)=NC(NCC(O)=O)=N1
79319-85-0,S=C1NN=C(NCNC2=NNC(=S)S2)S1
87547-04-4,OC(=O)COC1=C(Cl)C=C(F)C(=C1)N1C(=O)C2=C(CCCC2)C1=O
76578-12-6,CC(OC1=CC=C(OC2=CN=C3C=C(Cl)C=CC3=N2)C=C1)C(O)=O
519-02-8,[H][C@]12CCCN3CCC[C@]([H])([C@@]4([H])CCCC(=O)N4C1)[C@]23[H]
21757-82-4,CC(=O)OC(C1=CC(Cl)=C(Cl)C=C1)C(Cl)(Cl)Cl
51308-54-4,CCCCSC(SCC1=CC=C(C=C1)C(C)(C)C)=NC1=CN=CC=C1
54864-61-8,COCC1(C)OC(=O)N(C1=O)C1=CC(Cl)=CC(Cl)=C1
60589-06-2,COC1=NN(C(=O)O1)C1=CC=CC=C1OC
69581-33-5,ClC1=CC(=CC=C1)N(C1CCOC1=O)C(=O)C1CC1
70193-21-4,CCCCOC(NC(=O)C1=CC=CC=C1O)C(Cl)(Cl)Cl
77501-60-1,OC(=O)COC(=O)C1=CC(OC2=CC=C(C=C2Cl)C(F)(F)F)=CC=C1[N+]([O-])=O
80020-41-3,[O-][N+](=O)C1=CC=C(OC2=CC=C(C=C2Cl)C(F)(F)F)C=C1OC1CCOC1
84527-51-5,CCOC(NC(=O)C1=CC=C(Cl)C=C1)C#N
87757-18-4,CC(OC1=CC=C(OC2=NC=C(Cl)C=C2Cl)C=C1)C(=O)N1CCCO1
111353-84-5,CCOC1=NC(NC)=NC(NC(=O)NS(=O)(=O)C2=C(C=CC=C2)C(O)=O)=N1
116170-30-0,CCS(=O)C1=C(C#N)C(Cl)=C(S1)C#N
682-91-7,CCSS(=O)(=O)CC
11113-80-7,[H]C(N)(C=O)[C@@]1([H])O[C@@]([H])(N2C=C(C(O)=O)C(O)=NC2=O)[C@]([H])(O)[C@]1([H])O
